idx,line,raw_lightgbc_prediction,raw_lightgbc_confidence,raw_log_prediction,raw_log_confidence,+pts_linsvc_prediction,+pts_linsvc_confidence,+pts_lightgbc_prediction,+pts_lightgbc_confidence,+pts_knn_prediction,+pts_knn_confidence,+pts_log_prediction,+pts_log_confidence
2017-11-10Alabama,1,0,0.5100825673691423,0,0.5026116248011825,1,0.6084723971735496,1,0.520756887791608,0,0.5303030303030303,1,0.5360210707667149
2017-11-10Arizona,0,0,0.5089597121021111,0,0.5091666699556472,1,0.5860692549269637,1,0.5532053395384043,0,0.5252525252525253,0,0.5295957667224758
2017-11-10Ark_Pine_Bl,1,0,0.5169944505916721,1,0.5240374719778803,1,0.6006306045432862,1,0.5410174517990308,1,0.5353535353535354,1,0.6517932106763695
2017-11-10Arkansas,1,0,0.5082599769896092,0,0.5202148262202511,1,0.5717104609780005,1,0.5471500689479166,1,0.5151515151515151,0,0.6305247815474071
2017-11-10Arkansas_St,0,0,0.5131306383767584,1,0.5068569021240747,1,0.6076138884719607,1,0.5408664657121476,0,0.5151515151515151,1,0.5553891539335725
2017-11-10Austin_Peay,1,0,0.5127322595262092,0,0.516812760133603,1,0.5858474631871841,1,0.5646554874771226,0,0.51010101010101,0,0.6287910225357853
2017-11-10Ball_State,1,0,0.5081843774957482,0,0.5021800774386715,1,0.6067049129317694,0,0.512625412627286,0,0.5303030303030303,1,0.52710145600502
2017-11-10Belmont,0,0,0.5150023357106788,1,0.5029429559410216,1,0.5988104246856994,1,0.5204404255322196,1,0.5505050505050505,1,0.5400486824631097
2017-11-10Bowling_Grn,1,0,0.5173559461525568,1,0.519392530528649,1,0.6146283750103427,0,0.5554694365637813,0,0.5151515151515151,1,0.6550879771029852
2017-11-11Akron,1,0,0.5106284785985467,1,0.5094082865275357,1,0.6073772305766397,1,0.5507647028015207,0,0.6111111111111112,1,0.5290505807919967
2017-11-11Bradley,1,0,0.5105920821260523,0,0.5113235993117697,1,0.6109936661061279,1,0.5777036541160487,1,0.51010101010101,0,0.5263976881650365
2017-11-11Buffalo,0,0,0.5079109260479535,0,0.5082374792746835,1,0.5906281209817957,0,0.5026201894622262,0,0.5252525252525253,0,0.5256186692215088
2017-11-12Air_Force,1,0,0.5154611885140384,1,0.5139027531082726,1,0.6179649990747462,1,0.5511634835626399,1,0.5252525252525253,1,0.5338128167644316
2017-11-12Arizona,0,1,0.5002471903444462,0,0.5035112616757642,1,0.5661303533716746,1,0.5147598681273752,1,0.5555555555555556,0,0.521304498863813
2017-11-12Ark_Pine_Bl,0,0,0.5168919401426911,1,0.5048014221868016,1,0.6001231732716095,1,0.5375666405605733,1,0.5454545454545454,0,0.5014132945315233
2017-11-12Arkansas,1,1,0.505962965441934,0,0.5215409167704091,1,0.5761708649296444,1,0.5271405616081293,1,0.5353535353535354,0,0.650923992158384
2017-11-12Boise_State,0,0,0.5104504505252998,1,0.5140258159682959,1,0.5899244605095484,0,0.5239153954836074,1,0.5454545454545454,1,0.5285228367103632
2017-11-12Bucknell,0,0,0.5164831862191628,0,0.5215181588315928,1,0.5846755012148087,1,0.5068359362959669,0,0.6060606060606061,0,0.5676965334034703
2017-11-13Ark_Pine_Bl,1,0,0.5171193135939733,1,0.5213107748070953,1,0.6449726459930814,0,0.5448685188761555,1,0.5757575757575758,1,0.6202692829820412
2017-11-13Austin_Peay,0,0,0.5129410659278051,0,0.5181394915951514,1,0.6103025280247529,1,0.5894403444796127,0,0.5252525252525253,0,0.6425613664506113
2017-11-13Belmont,1,0,0.5192925708588327,1,0.510756565149143,1,0.6079929736398422,1,0.5459541506475832,1,0.5050505050505051,1,0.5402874434178291
2017-11-13Bowling_Grn,0,0,0.5098813249087008,1,0.5093709831669719,1,0.6097548323411377,0,0.5412494179555363,0,0.5050505050505051,1,0.5427720692630034
2017-11-13Brown,1,0,0.5030904114346539,1,0.5088054960260735,1,0.5963521866247689,0,0.5384248248952251,1,0.5757575757575758,1,0.5534833507269035
2017-11-14AR_Lit_Rock,1,0,0.5109015068134617,1,0.5147297454693245,1,0.6178826564726776,1,0.5498787307210713,1,0.5757575757575758,1,0.5968059392382189
2017-11-14Air_Force,1,0,0.5131178654715292,1,0.5004047471111531,1,0.5917744916892955,1,0.5667473928000902,0,0.5050505050505051,0,0.5459019148510282
2017-11-14Alabama,1,0,0.5012317408636553,0,0.5186188888814809,1,0.5856109236250641,0,0.5070796508576618,0,0.5505050505050505,0,0.5992021974800426
2017-11-14Arizona_St,1,0,0.5108457686482899,0,0.5022187355708345,1,0.5911471738134708,1,0.5424370050250862,0,0.5555555555555556,0,0.5213186789226079
2017-11-15Ball_State,0,0,0.5051126005197755,0,0.5185227823691823,1,0.5848909351094622,1,0.5006377846112527,0,0.5757575757575758,0,0.6082344227767876
2017-11-15Buffalo,1,0,0.5144215931056487,0,0.5036350458104787,1,0.593664104415471,1,0.5731846766766363,1,0.5555555555555556,0,0.5127038370212895
2017-11-16App_State,1,0,0.5122779748641101,1,0.509465531494536,1,0.6169040345612514,0,0.5484471870298986,0,0.5303030303030303,1,0.5709343625345674
2017-11-16Arizona,1,0,0.5077594739621625,0,0.5021829522972416,1,0.5833218328298215,0,0.5026646568411202,1,0.5151515151515151,1,0.5228392060302818
2017-11-16Arkansas_St,0,0,0.5130717750707172,1,0.5081568365786469,1,0.6085986627835114,1,0.5232802830009244,1,0.5505050505050505,1,0.5675939670552475
2017-11-16Auburn,1,0,0.5090360266059952,1,0.5054816656294826,1,0.588430688217872,1,0.5109207442439979,1,0.5555555555555556,1,0.5184682123211785
2017-11-16Belmont,1,0,0.513632485640231,1,0.5001751287388426,1,0.5963275720575413,1,0.5258617622023658,1,0.5151515151515151,0,0.5403445940269541
2017-11-16Boise_State,0,0,0.5110667484095002,1,0.5164123464492505,1,0.5996331469207925,1,0.5079900143061171,1,0.51010101010101,1,0.5789441489728192
2017-11-17Alabama_St,0,0,0.516565949265444,1,0.5005403062128372,1,0.5797519783365201,0,0.5263030226137071,1,0.5454545454545454,0,0.5223705784232258
2017-11-17App_State,0,0,0.5106058389645789,1,0.5001751287388426,1,0.5876675070837764,0,0.5070836993572746,1,0.5151515151515151,0,0.5352816877889008
2017-11-17Arizona_St,1,0,0.5093979260524216,0,0.5094483685205302,1,0.5664966553224895,1,0.5317697758497104,0,0.5050505050505051,0,0.5595593034578046
2017-11-17Arkansas,0,0,0.5060253857621304,0,0.522879412140216,1,0.5693937503448016,0,0.5055041730256972,1,0.5151515151515151,0,0.6618980483118336
2017-11-17Auburn,0,0,0.5112812243786056,0,0.5051340582400019,1,0.5760570065185169,0,0.5025007860192409,0,0.5555555555555556,0,0.5100904571663546
2017-11-17Boise_State,1,0,0.5145889939259349,1,0.5166800112971986,1,0.6104556878939753,1,0.5517060475971134,1,0.5505050505050505,1,0.5379500567794441
2017-11-17Bradley,1,0,0.5124804729761987,0,0.5375226805005029,1,0.5998412081475387,1,0.6403032651688835,0,0.5151515151515151,0,0.7154219117016887
2017-11-18Akron,1,0,0.5093561282684149,0,0.5068204989554961,1,0.5867229527759752,0,0.5064322722941292,0,0.5050505050505051,0,0.5700597996566987
2017-11-18Belmont,0,1,0.5025193538533552,0,0.5007815762176538,1,0.5814295243082531,1,0.5076844593869776,0,0.51010101010101,0,0.5730036986003041
2017-11-18Boston_Col,0,0,0.515164617681156,1,0.5240950984511942,1,0.6259084723683902,1,0.5273542433826498,1,0.5353535353535354,1,0.632219775144268
2017-11-18Bradley,0,0,0.5106774214874157,0,0.5391607706315364,1,0.5901650227261017,1,0.5254022066689853,0,0.5151515151515151,0,0.6973057167934247
2017-11-18Bucknell,1,0,0.5198272452248149,0,0.511617593237605,1,0.6058489967691189,1,0.507403011010576,1,0.5454545454545454,0,0.5139240995147816
2017-11-19App_State,1,0,0.5110684417920206,1,0.5094082865275357,1,0.6133419208126915,1,0.579502102876978,0,0.6111111111111112,1,0.5165050261260213
2017-11-19Arizona_St,1,0,0.5101543365681167,0,0.5199452658093673,1,0.5707981863577849,1,0.534294199067988,1,0.5151515151515151,0,0.6251508410734654
2017-11-19Auburn,1,0,0.5108767569822292,1,0.509465531494536,1,0.5877548532563724,0,0.533758040030567,0,0.5303030303030303,1,0.5811659518311107
2017-11-19Ball_State,0,0,0.5090684764678138,0,0.5021800774386715,1,0.6123295811367747,0,0.5478217267073539,0,0.5303030303030303,1,0.5053711670905745
2017-11-19Boise_State,0,0,0.5086835744778948,0,0.5008899260769403,1,0.5775223292838134,0,0.5159638434662914,1,0.5454545454545454,0,0.5280975328651175
2017-11-19Boston_Col,1,0,0.5148036929654873,1,0.5248581912551573,1,0.6153874875929921,1,0.6027179029288473,1,0.6262626262626263,1,0.6433205520947891
2017-11-19Bradley,1,0,0.5099510632192745,0,0.5122600352626905,1,0.6026167419761842,1,0.5285063109890344,1,0.5454545454545454,0,0.5066630504654641
2017-11-20AR_Lit_Rock,0,0,0.508764191608302,1,0.5003118544248503,1,0.6104761986806145,1,0.5013848256314569,1,0.5151515151515151,0,0.5332993795502037
2017-11-20Baylor,1,0,0.5160467323892516,1,0.5118092151709589,1,0.6156936673878244,1,0.5184227550844792,0,0.5252525252525253,1,0.562542047937686
2017-11-20Buffalo,1,0,0.5056905155951252,0,0.5125075891195114,1,0.5969290778811167,1,0.5028383879440466,1,0.5050505050505051,0,0.5531371388607769
2017-11-21Air_Force,0,0,0.5141993557216555,0,0.5081485555687305,1,0.5858995601701267,1,0.5622058663162512,1,0.5303030303030303,0,0.6025463509120894
2017-11-21Alab_A&M,0,0,0.5039537373911382,0,0.5058146822103886,1,0.5912995859075012,0,0.5202765292769035,1,0.5050505050505051,1,0.5124020847807855
2017-11-21Alabama,0,0,0.5105848529005986,0,0.5202051037261839,1,0.5904079939907345,1,0.5834081495606982,1,0.5151515151515151,0,0.6382143083252977
2017-11-21Baylor,1,0,0.5135649665985645,1,0.5005467761583078,1,0.5924479406481455,0,0.5409037621910651,0,0.5050505050505051,0,0.515878233970961
2017-11-21Buffalo,1,0,0.5105848529005986,0,0.513533502214404,1,0.5833276655344757,1,0.5060753089512358,0,0.5353535353535354,0,0.6044657275571284
2017-11-22App_State,0,0,0.5105469417624066,1,0.5003118544248503,1,0.5947164443864885,0,0.5109302502286209,1,0.5151515151515151,0,0.5131537108187285
2017-11-22Arizona,0,0,0.5110883550896179,0,0.5123458311273799,1,0.5548464609442905,1,0.5164863001775188,0,0.5050505050505051,0,0.580056934639964
2017-11-22Arkansas_St,0,0,0.5135290245526354,1,0.5141161232416464,1,0.6141225672166272,1,0.597904774147895,0,0.5050505050505051,1,0.5755772434249202
2017-11-22Belmont,1,0,0.5150053386519846,1,0.5094581979802181,1,0.5861889659953154,0,0.5228379400307477,0,0.5303030303030303,1,0.5391968649594816
2017-11-22Binghamton,1,0,0.5169042221870634,1,0.5034747755963555,1,0.6140483329391069,1,0.6432766698608474,1,0.5555555555555556,1,0.5022629495898521
2017-11-22Buffalo,0,0,0.5115407237512064,0,0.514957269417043,1,0.5782598878129493,0,0.5318618800781383,0,0.5454545454545454,0,0.6103933881947432
2017-11-23Arizona,0,0,0.512941594713042,0,0.5024790612067402,1,0.5803181818449479,1,0.5982629575096198,0,0.5555555555555556,0,0.5198272499651624
2017-11-23Arizona_St,1,0,0.5093571392006538,0,0.5215311964327775,1,0.5682289324244907,1,0.5378217850070016,1,0.5353535353535354,0,0.6633789757291211
2017-11-23Arkansas,1,0,0.5069194687563067,0,0.5077875258160158,1,0.5804383107489425,0,0.5248043431254231,0,0.5303030303030303,0,0.5211770604344854
2017-11-24Alab_A&M,0,0,0.5093154106627824,1,0.50358592183882,1,0.6159989359496303,1,0.5075930108875636,1,0.5505050505050505,1,0.5410452098001328
2017-11-24Alabama,1,0,0.5082178584260095,0,0.5074991512298568,1,0.5998868124582208,1,0.5816731991295371,0,0.5252525252525253,0,0.5520026719157269
2017-11-24Arizona,0,0,0.516407253084245,1,0.5066383637892277,1,0.5804076450439939,1,0.5280767263521503,0,0.5656565656565656,1,0.5303694329748226
2017-11-24Arizona_St,1,0,0.5110354609720404,0,0.5228569334252444,1,0.5602115725450538,1,0.5039461879782396,1,0.5151515151515151,0,0.6753170174215786
2017-11-24Ark_Pine_Bl,1,0,0.5188045920922841,1,0.5048014221868016,1,0.5905315460791768,0,0.5141644754050729,1,0.5454545454545454,1,0.5107147326773094
2017-11-24Arkansas,0,0,0.5081952753231317,0,0.5189012740883023,1,0.5746860116157343,1,0.6023658731818553,0,0.5505050505050505,0,0.6295756175323767
2017-11-24Arkansas_St,0,0,0.5117836006215601,1,0.5198602065528671,1,0.612493481782886,1,0.6029805170732158,0,0.5050505050505051,1,0.6327708834718677
2017-11-24Auburn,1,1,0.5061708513493325,0,0.5068204989554961,1,0.5741774308952576,1,0.5247926010148763,0,0.5050505050505051,0,0.5508932730905356
2017-11-25Akron,0,0,0.5078820785497263,0,0.5125914803063444,1,0.5962804741350648,1,0.5509670845222981,0,0.5909090909090909,0,0.5620369387366759
2017-11-25Alab_A&M,0,0,0.5097095900854014,1,0.5046409920511776,1,0.5836492650163303,1,0.5088306258560387,0,0.51010101010101,1,0.5671687181072211
2017-11-25Alabama,0,0,0.5091081226525876,0,0.5194181452649145,1,0.6006154003642181,0,0.515925969791087,0,0.5757575757575758,0,0.5771727652527499
2017-11-25App_State,1,0,0.5116878874900566,1,0.5141391899350727,1,0.596452728351728,1,0.5847545867818735,1,0.5252525252525253,1,0.5434374757391863
2017-11-25Ark_Pine_Bl,0,0,0.5177063792563308,1,0.5035140743244874,1,0.6108182101224618,0,0.514869352143665,0,0.5505050505050505,1,0.5354367992400698
2017-11-25Ball_State,1,0,0.5110761445148049,1,0.5068822052518427,1,0.6061494836813666,1,0.5578872172572537,0,0.51010101010101,1,0.5679856329022996
2017-11-25Boise_State,1,0,0.5114115600218039,1,0.5141354601722063,1,0.6122016271471743,1,0.506860425493188,1,0.5252525252525253,1,0.5356759377743685
2017-11-25Boston_Col,0,0,0.5116361224810486,1,0.5018373505830919,1,0.5823167594278793,1,0.5024021784202529,0,0.5454545454545454,0,0.566483285562948
2017-11-25Bradley,1,0,0.5104112657322425,0,0.517467172307333,1,0.6117590159280527,1,0.5841621030063113,0,0.5202020202020202,0,0.5561182283925054
2017-11-26Air_Force,1,0,0.5130550445214157,1,0.5094581979802181,1,0.6188850206138866,0,0.501226507503808,0,0.5303030303030303,1,0.5637420004861863
2017-11-26Arkansas,1,0,0.5105292174937034,0,0.5077937517088533,1,0.5795582860560133,1,0.5068369283587815,0,0.5303030303030303,0,0.5325491548103607
2017-11-26Austin_Peay,1,0,0.5097168992593433,0,0.5048395233035502,1,0.6054606808456271,0,0.5256807507921131,0,0.5555555555555556,0,0.5205716639391442
2017-11-27Alabama_St,1,0,0.5180853996948831,1,0.5147297454693245,1,0.6540079984623829,0,0.5018963771142222,1,0.5757575757575758,1,0.5755069925077576
2017-11-28Akron,0,0,0.5100298774509305,1,0.5054816656294826,1,0.6066209573144992,1,0.5550604878350469,1,0.5555555555555556,1,0.5215574892310939
2017-11-28App_State,0,0,0.5113939260063345,1,0.5003118544248503,1,0.6012812821083919,0,0.5388530754035946,1,0.5151515151515151,0,0.5005072187336165
2017-11-28Baylor,0,0,0.5100731789779334,0,0.5094785506546744,1,0.5959324233065625,1,0.5164710442924652,0,0.5505050505050505,0,0.55926223957243
2017-11-28Boise_State,1,0,0.5101241198580797,1,0.5000464589211184,1,0.5995860056744208,1,0.553058483261607,0,0.5050505050505051,0,0.5444018402613631
2017-11-28Brown,0,0,0.5077734835362664,0,0.5028734808503468,1,0.5976524024234046,0,0.5087951707516885,1,0.5454545454545454,0,0.5646689582705829
2017-11-29Air_Force,0,0,0.5102026856096207,0,0.5069788896752697,1,0.5991752335811504,0,0.5229234556619053,0,0.5555555555555556,0,0.539858971589211
2017-11-29Alabama,0,0,0.5101454755737362,0,0.5024790612067402,1,0.594719465050787,1,0.5413856426651513,0,0.5555555555555556,0,0.5274990712345133
2017-11-29Arizona,1,0,0.5140280982352284,1,0.51208422640471,1,0.5851593200189188,1,0.5023755338384606,0,0.51010101010101,1,0.5923126719862317
2017-11-29Arkansas_St,0,0,0.5120602584065526,1,0.5211863227758696,1,0.6320022219707029,1,0.5847725331213571,1,0.5353535353535354,1,0.6392779909888429
2017-11-29Auburn,1,0,0.5112142947314435,0,0.51415855412141,1,0.558058507771928,0,0.5284308079292568,0,0.5909090909090909,0,0.5510267221191372
2017-11-29Austin_Peay,1,0,0.5138305918933679,0,0.5198973939156014,1,0.5908485790357354,1,0.5189524313859191,0,0.5757575757575758,0,0.6111363660396374
2017-11-29Belmont,1,0,0.5111273952057886,0,0.5081506110413346,1,0.5959728027207849,1,0.5317934040623762,0,0.5555555555555556,0,0.5804037618346682
2017-11-29Boston_Col,0,0,0.5117963598081174,1,0.5154036850436648,1,0.6034367892798554,0,0.5008315079535514,0,0.5303030303030303,1,0.578215349382952
2017-11-29Bowling_Grn,0,0,0.512653546314799,1,0.5213520562999582,1,0.6226535835611904,0,0.5467745903388002,1,0.5252525252525253,1,0.5999470635339154
2017-11-29Buffalo,1,0,0.5102123928930891,1,0.5023123055042579,1,0.5842975180222363,1,0.5459247835196597,1,0.5505050505050505,1,0.5443540947441925
2017-12-01Boise_State,1,0,0.5082729124018797,0,0.5083069317459503,1,0.586439508922465,0,0.5083605666026975,0,0.5505050505050505,0,0.5580307708989799
2017-12-01Bradley,1,0,0.5104112657322425,0,0.5187937781605598,1,0.6079846837506997,1,0.6214840177457628,1,0.5202020202020202,0,0.5739046188315324
2017-12-02AR_Lit_Rock,0,0,0.5126140467715286,1,0.5141391899350727,1,0.617586491247758,0,0.5285958892646015,1,0.5252525252525253,1,0.5762573695323717
2017-12-02Air_Force,1,0,0.5117604986948935,1,0.5052434818718208,1,0.610053989640786,1,0.5283317814076597,1,0.5505050505050505,1,0.5573246403923158
2017-12-02Akron,0,0,0.5099724117664326,1,0.5069017337863847,1,0.5963452384392968,0,0.5538679897692602,0,0.51010101010101,1,0.5948913252017488
2017-12-02App_State,1,0,0.5106436021594509,1,0.5094448618350249,1,0.5898432896942338,1,0.5393047716731963,0,0.6111111111111112,1,0.5554377176857457
2017-12-02Arizona,0,0,0.5091309518190995,1,0.5001751287388426,1,0.5633113041049428,0,0.5133675627939795,1,0.5151515151515151,1,0.5146680021723979
2017-12-02Arizona_St,1,0,0.5037612731067129,0,0.5246204864420685,1,0.5550539384694003,0,0.5529137682102268,1,0.5757575757575758,0,0.6307874493174204
2017-12-02Arkansas,0,0,0.5136404808167914,0,0.5205386348292474,1,0.5477459265649914,0,0.5313029842864221,0,0.5757575757575758,0,0.5813307656448214
2017-12-02Ball_State,1,0,0.5081289290421939,0,0.5055818985773394,1,0.5807630673043596,0,0.5117278058073402,0,0.5050505050505051,0,0.5581396458886321
2017-12-02Baylor,0,0,0.5128887204019299,1,0.5034747755963555,1,0.6144795470855985,1,0.5344068683467306,1,0.5555555555555556,0,0.501953213189777
2017-12-02Belmont,0,0,0.5095422280116588,0,0.5087515175417976,1,0.5736877142193901,1,0.5523446636902016,1,0.5303030303030303,0,0.6048584548682998
2017-12-02Buffalo,0,0,0.5107059321220966,0,0.5122060298314878,1,0.5690218562144723,0,0.5154985427063865,0,0.5050505050505051,0,0.5705426051742729
2017-12-03Alabama,0,0,0.5145296755073336,0,0.5008903941500991,1,0.610315300530281,0,0.5064857772468054,1,0.5555555555555556,1,0.5010526667848486
2017-12-03Auburn,1,0,0.5081341821861568,0,0.5215311964327775,1,0.5664501481255086,1,0.5292451916305136,1,0.5353535353535354,0,0.6193189689254777
2017-12-03Boise_State,1,0,0.5107781928350266,0,0.5094765495931816,1,0.5785468242084449,1,0.5429166854120947,0,0.51010101010101,0,0.5531645836236888
2017-12-03Bradley,0,0,0.5102692283561632,0,0.520217382465013,1,0.6196163769941327,1,0.5042736535359406,0,0.5202020202020202,0,0.583428469574782
2017-12-04App_State,0,0,0.509870898163935,0,0.5051340582400019,1,0.5801401813468537,0,0.5214289734027379,0,0.5555555555555556,0,0.522158693099909
2017-12-05Arizona,1,0,0.5135590414195996,1,0.5139027531082726,1,0.5800824976934428,0,0.5064380287690582,1,0.5252525252525253,1,0.5207203721979722
2017-12-05Arkansas,1,0,0.5072169414311805,0,0.5048395233035502,1,0.5845274385531877,1,0.5148851478264286,0,0.5555555555555556,0,0.535828003569064
2017-12-05Arkansas_St,0,0,0.5142008893622769,1,0.5284222800242263,1,0.6110772413825074,1,0.660939913517749,1,0.5202020202020202,1,0.6461658898534131
2017-12-05Ball_State,1,0,0.5088269241817892,0,0.5125914803063444,1,0.5945482534176225,1,0.5501500930005037,0,0.5909090909090909,0,0.567248932797517
2017-12-05Bowling_Grn,0,0,0.5151085223441414,1,0.5226655150027524,1,0.6209484671748275,0,0.5265250518143832,1,0.5,1,0.603050578142047
2017-12-06Akron,1,0,0.5115368504985192,1,0.518138842146451,1,0.624029506975187,0,0.5200021739232739,0,0.51010101010101,1,0.5933618242500897
2017-12-06Austin_Peay,1,0,0.5138952613330791,0,0.5212235020216638,1,0.6032805942695953,0,0.510943773648256,1,0.5454545454545454,0,0.6255654772380543
2017-12-06Brown,1,0,0.5090937966783047,1,0.5104815209391486,1,0.6034767800730811,1,0.5080947124531386,1,0.5757575757575758,1,0.5292987686804311
2017-12-06Buffalo,0,0,0.5117576794580745,0,0.5064760654787603,1,0.5801001377354963,0,0.511441038975663,0,0.5303030303030303,0,0.5286543660397851
2017-12-08Air_Force,0,0,0.5099185701987181,0,0.5069788896752697,1,0.6019851182212604,1,0.5332985424818316,0,0.5555555555555556,0,0.5381656798061003
2017-12-08Arizona_St,1,0,0.5048215337123128,0,0.5257606666234833,1,0.5627884204738461,0,0.5174745810722821,1,0.5,0,0.6598340439160797
2017-12-09Akron,1,0,0.5075648797900387,1,0.5053260987831782,1,0.59881258234387,1,0.5660566130158635,0,0.5050505050505051,0,0.5114234599332925
2017-12-09Alabama,1,0,0.5158752019594511,1,0.508210309348711,1,0.61601042539092,0,0.5034886325133181,1,0.5858585858585859,1,0.5746187691539969
2017-12-09App_State,0,0,0.511400100333959,1,0.505554058246863,1,0.6028481067109679,0,0.5395756967382292,1,0.5505050505050505,1,0.5762620778623274
2017-12-09Arizona,0,0,0.513077169617322,0,0.5018703381621397,1,0.5820175732345585,0,0.5105737940904024,1,0.5353535353535354,0,0.570347601395921
2017-12-09Ark_Pine_Bl,0,0,0.5185150662758355,1,0.515065471545978,1,0.6406371092609673,0,0.5555721156626564,0,0.5303030303030303,1,0.6088119478858651
2017-12-09Arkansas,1,0,0.5081952753231317,0,0.5188885049191865,1,0.5561491121878775,0,0.5067129910041914,0,0.5505050505050505,0,0.6484572557975617
2017-12-09Auburn,0,0,0.5088746392840156,0,0.5228569334252444,1,0.5505350863910047,1,0.5179485895573569,1,0.5151515151515151,0,0.6628927382610643
2017-12-09Ball_State,0,0,0.5121989727435265,0,0.5150006005790664,1,0.5820782268446056,0,0.5497003414831412,0,0.5454545454545454,0,0.6377199220833292
2017-12-09Boise_State,1,0,0.5084149293476135,0,0.5151408148879255,1,0.5775765364451012,1,0.5441887583717427,1,0.5252525252525253,0,0.6345708279312267
2017-12-09Boston_Col,1,0,0.5118842473231104,1,0.5154969097237736,1,0.6080846041155308,1,0.5768548025229682,1,0.51010101010101,1,0.5274944924503653
2017-12-09Bowling_Grn,0,0,0.5119840376296478,1,0.5221491007844637,1,0.625091780398144,0,0.5429675804264151,1,0.5353535353535354,1,0.6454240288806206
2017-12-10Arizona_St,1,0,0.5084379281690548,0,0.5285971751876459,1,0.5676105594528825,1,0.5259036714285397,0,0.5606060606060606,0,0.6641926662522463
2017-12-11Alab_A&M,1,0,0.5086548020750503,1,0.5059692491897699,1,0.6282035457119414,1,0.5605416937461711,1,0.5858585858585859,1,0.5633786455803756
2017-12-11Bryant,0,0,0.507135171913812,1,0.5199598900477203,1,0.6363883157997945,1,0.5793933863727085,1,0.5303030303030303,1,0.5958704878649855
2017-12-12Albany,0,0,0.5140799371568382,1,0.5042004706953502,1,0.5970374257252372,0,0.5115804127500168,0,0.5303030303030303,1,0.5572211006869237
2017-12-12Boston_Col,1,0,0.5086934832778376,0,0.5002231706086503,1,0.5746818277526949,1,0.5138716217679206,1,0.5353535353535354,0,0.5547841779801121
2017-12-13AR_Lit_Rock,0,0,0.5144613907965601,1,0.5160568406960319,1,0.63572229209259,1,0.5265258781184254,0,0.5252525252525253,1,0.5895123049651667
2017-12-13Arkansas_St,1,0,0.511685517720436,1,0.5322400602471022,1,0.6126384059536802,1,0.5383669145704602,1,0.5202020202020202,1,0.6766987711011897
2017-12-13Belmont,1,0,0.5095941674509099,1,0.5034747755963555,1,0.5939979167526511,1,0.5423795751323527,1,0.5555555555555556,1,0.5157412052244672
2017-12-13Bradley,1,0,0.5078320252293087,0,0.5097387398235187,1,0.6255985459638131,1,0.5588818773014141,0,0.5252525252525253,0,0.5655936691945171
2017-12-14Baylor,1,0,0.5014856144827475,1,0.5066383637892277,1,0.607096075048254,1,0.5261826377838829,0,0.5656565656565656,1,0.5680193402392822
2017-12-16App_State,1,0,0.5144887201013865,1,0.5108469782972237,1,0.5994736836219738,0,0.5354626374185306,1,0.5757575757575758,1,0.5614535168212247
2017-12-16Arizona,1,0,0.5100218028910078,1,0.5104815209391486,1,0.5757127750930797,0,0.5052045378783382,1,0.5757575757575758,1,0.5799068034984833
2017-12-16Arkansas,1,0,0.5076805975919232,0,0.5202275927356957,1,0.5463427041650022,1,0.5242276612451798,1,0.5151515151515151,0,0.608173162589058
